51.881478	-0.41886384
51.890116	-0.52169274
51.915843	-0.66326626
52.135915	-0.47240876
52.087059	-0.2653275
51.456461	-0.9745925
51.454646	-0.96340711
51.416047	-0.7464605
51.400874	-1.3226266
51.509718	-0.59650534
51.480699	-0.61073158
51.483653	-0.60888477
51.523299	-0.71783185
51.454425	-2.5946949
51.450683	-2.5984599
51.450721	-2.5820692
51.449282	-2.5170498
51.4623	-2.5069625
51.479651	-2.5300796
51.481068	-2.5107132
51.441301	-2.6010421
51.455711	-2.6052325
51.463264	-2.6087584
51.629187	-0.7511855
51.81547	-0.81231261
51.815424	-0.81044238
51.587428	-0.62786068
51.995832	-0.72595026
52.03801	-0.76733778
52.04194378	-0.748898815
52.20278	0.12345937
52.572974	-0.24594696
52.57518	-0.24194809
52.663392	0.16328967
52.551398	0.086486646
52.228848	-0.26917728
52.32299	-0.073102667
52.330739	-0.18540776
52.556052	-0.12790217
53.19156	-2.8833649
53.194475	-2.8938727
53.28239	-2.9231249
53.142987	-2.3614769
53.163549	-2.2148914
53.190882	-2.5312569
53.262136	-2.5088282
53.409939	-2.1578851
53.256624	-2.123488
53.347509	-2.1236158
53.481201	-2.0570407
53.379296	-2.1207015
53.387522	-2.5940709
53.389589	-2.5925208
53.383026	-2.3519922
53.342564	-2.732454
53.369801	-2.7250158
50.454345	-4.4649633
50.338638	-4.7936644
50.471237	-4.7223097
50.261856	-5.0502729
50.155007	-5.0730064
50.100972	-5.2756999
50.213266	-5.3009847
50.118554	-5.536575
50.211798	-5.4808325
50.344363	-5.1560566
50.41437	-5.0771699
54.777989	-1.5745994
54.777084	-1.5805786
54.852636	-1.5734877
54.852514	-1.832536
54.526786	-1.5530943
54.665278	-1.6730154
54.714822	-1.7442686
54.700177	-1.599418
54.525228	-1.5572674
54.83726	-1.3336302
54.758321	-1.3336527
54.561129	-1.3123753
54.588244	-1.3110058
54.607379	-1.2941018
54.685204	-1.2094715
54.890932	-2.9316546
54.890932	-2.9316546
54.66185	-2.7499986
54.60207	-3.1381152
54.643055	-3.5485972
54.551162	-3.5867832
54.115718	-3.227844
54.326898	-2.7487022
52.919013	-1.4762486
52.924163	-1.4781648
52.924163	-1.4781648
52.773484	-1.5609459
53.138458	-1.5559803
53.050808	-1.4078347
53.096852	-1.3903574
52.971384	-1.3088989
53.23517	-1.4310341
53.234786	-1.4241774
53.229393	-1.2936526
53.442562	-1.9488803
53.259528	-1.9058653
50.720733	-3.5300711
50.798238	-3.1881079
50.903055	-3.4909003
50.790601	-3.6608818
50.738749	-4.0034022
51.078958	-4.0601408
51.080659	-4.0580319
51.21022859	-4.119172358
51.019959	-4.2055457
50.71531	-3.5443714
50.722201	-3.532669
50.7303	-3.5397633
50.620301	-3.4136028
50.367816	-4.1373709
50.369601	-4.1474076
50.549881	-4.1465277
50.385898	-4.1581742
50.382447	-4.1336539
